Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
13.4.2025,23:9:44.461,44.431,19.0,103.5,51.194,50.1,
13.4.2025,23:9:44.968,44.746,17.0,97.5,63.414,72.9,
13.4.2025,23:9:45.451,44.092,21.0,94.6,65.538,77.2,
13.4.2025,23:9:45.951,44.926,11.0,99.8,51.431,47.7,
13.4.2025,23:9:46.451,44.860,17.0,103.5,49.840,45.0,
13.4.2025,23:9:46.963,44.949,12.0,104.9,47.619,44.0,
13.4.2025,23:9:47.465,45.109,17.0,105.7,48.382,43.8,
13.4.2025,23:9:47.961,45.057,17.0,106.0,47.787,43.9,
13.4.2025,23:9:48.463,44.615,17.0,106.4,47.607,43.7,
13.4.2025,23:9:48.964,45.021,17.0,106.6,47.514,43.3,
13.4.2025,23:9:49.465,45.178,17.0,106.5,47.572,43.0,
13.4.2025,23:9:49.963,44.930,17.0,106.6,47.590,43.3,
13.4.2025,23:9:50.462,45.177,16.0,106.1,47.449,42.8,
13.4.2025,23:9:50.948,44.885,17.0,106.1,47.609,42.7,
13.4.2025,23:9:51.451,44.187,24.0,105.6,47.219,43.0,
13.4.2025,23:9:51.965,44.942,17.0,105.3,47.420,43.5,
Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
,,GPU [#0]: AMD Radeon RX 7800 XT: XFX RX 7800 XT Speedster Merc/Quick 319,GPU [#0]: AMD Radeon RX 7800 XT: XFX RX 7800 XT Speedster Merc/Quick 319,PresentMon [NEW Comparison of Optimization and Code Organization Methods in Unity.exe],CPU [#0]: AMD Ryzen 5 7600X: Enhanced,CPU [#0]: AMD Ryzen 5 7600X,
